source1_entity_id	matched_entity_ids
S1-542100901	S2-23857704,S2-506661238,S3-240777956
S1-542667082	
S1-544342798	S2-436807197
S1-544555328	
S1-544838769	S2-826588689,S2-832707408,S3-809171793,S3-83221825
S1-5448537	S2-159485766
S1-545392608	S2-593617514,S3-764440395
S1-545479624	S2-630495100,S3-137250621,S3-328105610
S1-545716889	S3-517898997
S1-546103277	S2-317424309,S3-517959959
S1-546629435	S2-329680221,S2-905944319,S3-480808449
S1-546882324	S2-280054842,S2-411645746,S2-476129223,S2-775267537,S3-209232240,S3-258705389,S3-521232007,S3-881948506
S1-547451015	S2-260486236,S2-713981483,S3-672062795,S3-716021801,S3-751899383,S3-787652253,S3-833212888
S1-548630622	S2-307870437,S3-985365982
S1-54863707	S3-162685554,S3-202682914,S3-384523183,S3-395220747
S1-549392717	S2-576114785,S3-336497873
S1-549463542	S2-196067008,S3-35452843,S3-60614408,S3-891410786
S1-549608826	S2-148990843,S2-969681758,S3-501051496
S1-549815345	S2-804590895,S3-390556129
S1-550886005	S2-456359442,S2-938208300,S3-37899236,S3-956744136
S1-551615800	S2-215703608,S2-22476218,S2-296702818,S3-518989322,S3-546998874,S3-563157578,S3-968806559
S1-551703403	S2-660352904,S3-425223952,S3-650242794,S3-651313092
S1-552611163	
S1-552973048	S2-243831300,S2-723441213,S3-922181045
S1-553412096	S2-426373632,S2-430099435,S3-355775292
S1-553533042	S2-132314322,S2-570054064,S3-235958774,S3-533194548
S1-554635539	S2-817681656,S2-918550429,S3-701337784
S1-554807600	S2-220368052,S3-310930502,S3-90866133
S1-554868625	S2-580526090,S3-20220029,S3-661898786,S3-997899474
S1-555034146	S3-576306080
S1-555507211	S3-740926425,S3-936751003
S1-555698705	S2-678022689,S2-870602849,S2-923226278,S3-469759022
S1-555750321	S2-512666656,S3-580995818,S3-781706060
S1-55594665	S2-240736654,S2-328367051,S2-55535456,S3-725059369
S1-556181892	S2-102187745,S2-308480269,S3-656232801
S1-557073117	S2-155988852,S2-667749597,S3-202283671,S3-297403486,S3-392978587,S3-649977756
S1-557108589	S2-632435914
S1-557339930	S2-283823416
S1-557529591	S2-227746393,S2-287282200,S2-443032344,S3-423053984,S3-448947577,S3-456620262
S1-557716936	S3-157723808,S3-422557056
S1-557910378	
S1-559395449	S3-21736943
S1-560301510	
S1-561355903	S2-897874116,S3-937743205
S1-562351912	S3-246318984
S1-563365732	S3-87566567
S1-563504667	S2-521233379,S2-614135613,S2-802841095,S2-867885466,S2-988471842,S3-758319780
S1-563566710	S2-929322462,S3-15836225,S3-535955096
S1-564025090	S2-146691954,S2-894962355,S3-279728555,S3-795654918
S1-564189900	S2-201559577,S3-511098432,S3-787000290,S3-817619172
S1-564308638	S2-386979238,S2-779190027,S3-513293625
S1-5643650	S2-129336709,S3-11237384,S3-165731288,S3-560324280,S3-805598942,S3-807344468
S1-564414589	S2-486090013,S3-266991770
S1-565013155	S2-399249499,S2-700822051
S1-565173617	S2-215129475,S2-262332426,S3-332369790,S3-97837686
S1-565496391	S2-532856779
S1-565602305	S2-180568215,S2-410870837,S2-761669395,S3-244107309
S1-565767524	S2-834979494,S3-992660907
S1-566168384	
S1-56622125	S2-644437072
S1-566557608	S2-946195239
S1-566594986	S2-36036767,S2-641057765,S2-788369513,S2-95043209,S3-758834761
S1-567194861	S2-419484253,S2-510647129,S3-402585418,S3-66565204
S1-56758691	S2-60412870,S3-394618190
S1-567749868	S2-467875969
S1-568104900	S2-825251260,S3-327559435
S1-568113086	S3-155085225
S1-568403784	S2-275304343,S3-290731925
S1-568435122	S2-149427969,S2-231275263,S2-266408102,S3-959117679
S1-569265391	S2-100589240,S2-510115580,S3-41140946
S1-56989020	S2-192857282,S2-52372336,S2-775525047,S2-853245626,S3-142867134
S1-570211968	S3-73036877
S1-571638310	S2-18548998,S2-201956908,S3-587891896
S1-571751431	S2-959028012,S3-182878990,S3-435071318,S3-927470835
S1-571857758	S2-563556565,S2-719240861,S3-330497418,S3-868623778
S1-572069678	S2-141205683,S3-636370299
S1-572646151	S2-811280559
S1-57272176	S2-427511930,S2-804565969,S3-381677854,S3-958849232
S1-573064990	S2-234532435,S2-65324218,S3-963198895
S1-573095143	S2-472555704,S2-556475222,S2-628380473,S3-813694594
S1-573207724	S2-767888565,S3-49818288,S3-679646011
S1-573278381	S2-579238399,S3-661847134,S3-831359382
S1-573982555	S2-217492736,S3-959115703
S1-574627029	S2-141296839,S2-271227165,S2-517508142,S2-575147641,S3-11548681,S3-150387642
S1-574964449	S2-42921634,S3-945044329
S1-574964522	S2-422746318
S1-575638136	S2-60006798
S1-575642900	S2-729234998,S3-150291009
S1-575813193	S3-146278236,S3-986158708
S1-576399398	S2-171441141,S2-384166215,S3-135863660,S3-572073146
S1-577018897	S2-197540596,S2-450611443,S3-176178476,S3-423178749,S3-927529142
S1-577851772	S2-178235417,S2-685037457,S3-658940838,S3-727729826,S3-870289314
S1-577852502	S2-223627181,S2-428151668,S2-510143393,S2-802254911,S3-134558134,S3-382183397
S1-578422855	S2-690156978,S3-512339687,S3-811710091
S1-578716931	S2-382846011,S3-475203507
S1-578839202	S2-191390692,S2-391403149,S2-667466846,S3-852213663
S1-579269521	S2-132935561,S2-761108241,S3-243786793,S3-569061939
S1-579314410	S2-126230309,S3-741222361,S3-806206859,S3-939233594
S1-579996157	S2-930896111,S3-477056112,S3-593524067,S3-690341042,S3-932923135
S1-580050547	S2-28044302,S2-306579905,S3-458166155,S3-46550949
S1-580334504	S3-226983608
S1-580379341	S2-211535992,S2-430332176,S2-881659552,S3-188129705,S3-31662325,S3-344641523
S1-580448986	S2-586524635,S2-698435598,S3-706686970
S1-580893806	S2-553181905
S1-581388698	S2-682157142
S1-58178856	S2-488526068,S2-618083098,S3-346923768,S3-415823896,S3-446376054
S1-581837101	
S1-5823909	S2-132270794,S2-285926098,S3-418067677,S3-695336664
S1-582396159	S2-554632149,S2-625895833,S2-879778557,S3-272600016,S3-870728628,S3-900303242
S1-582507139	S2-385493501,S2-468881336,S3-584961891
S1-583094024	S2-269224248,S2-687057839,S3-148950695,S3-443914479,S3-553170067,S3-695226866,S3-748402326
S1-584164456	S2-369022413,S2-473005494,S2-532541174,S3-52356875,S3-69058435,S3-815730569,S3-96759990
S1-584318067	S2-949836483,S2-956174754,S3-998135689
S1-585139370	S2-23982063,S2-948264551
S1-585186987	S2-456374589,S2-592286194,S3-310027318,S3-398213020,S3-809254586
S1-586004357	S2-656736904,S2-700480247,S3-399455856,S3-725038062
S1-586172272	S2-284132288,S3-156588948,S3-245510192,S3-476760931
S1-586195999	S2-714746474,S2-944653281,S3-23602807,S3-26210830,S3-413984858
S1-587821113	S3-978130744
S1-587871007	S2-515594929,S2-551456688,S3-172552601,S3-955082885
S1-588225957	S2-747575632,S3-171910255,S3-381837220,S3-453259107,S3-459613034
S1-58845326	S2-872330815,S3-234693000,S3-40935887
S1-588648301	S3-728876077
S1-588809172	S2-430812523,S3-650792456
S1-589302928	S2-941440121,S3-621332247,S3-662229299
S1-589592248	S2-543529791,S2-864339853,S3-314654728,S3-683182616
S1-590083947	
S1-59058003	S2-652031082,S2-847284556
S1-590717959	S2-218972770,S2-28608419,S2-359073643,S2-677243950,S2-914813170,S3-841077915,S3-86505949
S1-590737676	S2-515748131,S2-996471223,S3-274696268,S3-98692046
S1-591082820	S2-30262545,S2-539816874,S2-765412481,S2-808979775,S3-296861391,S3-327918425,S3-53015104
S1-591295296	S2-476199387,S2-537877832,S2-883165799,S2-94579363,S3-398527202,S3-829766789,S3-914695339
S1-592166274	S2-834704919,S3-495348288,S3-624458887
S1-592932666	S2-511762477,S2-514716852,S3-707232678
S1-593425429	S2-667408009,S2-845690848,S2-972204803,S3-783618850
S1-593565451	S2-101734060,S2-394956324,S3-32168972,S3-918923760
S1-594031723	S3-172114253,S3-396555250,S3-866423558,S3-87901804
S1-594186534	S2-862517612,S3-675503922
S1-594654116	S3-264360760,S3-547207835
S1-59510835	S3-597067174
S1-595827937	S2-831400533,S2-846596799,S3-333763183,S3-968254208
S1-59630692	S2-790245624,S2-824377685,S3-400590797
S1-597550527	S2-571194217,S2-806401569,S3-347463826,S3-374480827,S3-538315997,S3-654928288
S1-597643775	S2-467844902,S3-405107765
S1-597655654	S3-472648820,S3-599368309,S3-89178126
S1-597849077	S2-32152746,S2-453732827,S3-531148301,S3-728109414
S1-598141425	S2-113504139,S2-67865473,S3-72182575,S3-723341846
S1-599204195	S2-325689001,S2-461143619,S3-970980302
S1-600678953	S3-460508523
S1-60095699	S2-893779347
S1-602222388	S3-132374335,S3-14602479
S1-602295496	S3-385768100
S1-602458726	S2-126067707,S2-302648171,S2-679422997,S2-99386463,S3-87938673,S3-982414529
S1-603485049	S2-237279073,S3-424769868,S3-474010375,S3-538322252,S3-685030028
S1-605064250	S2-950007368,S3-403060085,S3-747303662
S1-605512774	S3-137325279,S3-294963664,S3-939462888
S1-606322752	S2-703932711,S3-684551096
S1-606541764	S2-301085351,S2-58428358,S3-268387314,S3-290151609,S3-78349716,S3-970850240,S3-996867278
S1-606938203	S2-510783646,S2-775398177,S3-646837932
S1-608369126	S2-941068402,S3-367414779
S1-609167497	S2-48120151,S3-830004537
S1-610257895	S3-681883954,S3-911785043
S1-610934440	S2-276378114,S2-827789194,S3-765582931,S3-895372289,S3-975942012
S1-611224425	S2-168923980,S3-908863114
S1-61218128	S2-359459627,S3-70952845
S1-612342775	S2-10119839,S2-193952876,S3-33480972,S3-484534511,S3-635806702
S1-612349185	S3-373725946
S1-612376657	S2-77829334,S3-595741735,S3-72732262,S3-816618944
S1-612894094	S2-711906718,S2-929490192,S3-241878390,S3-317719966,S3-611079674
S1-612950538	S3-40972739
S1-613608030	S2-520414811,S2-746326390,S3-812781016
S1-614013818	S2-236853424,S3-303939088,S3-977141681
S1-61408376	S2-779204069,S3-745783922
S1-614350784	S2-462917352,S3-402224826
S1-614758060	S2-402562793,S3-850822173
S1-615241687	S3-316907180,S3-85544859,S3-885883209
S1-615651653	S2-142639004,S2-503275276,S3-343750685,S3-780008468
S1-616151333	S2-52681550,S2-665213636,S3-896623295
S1-616215050	S2-241337192,S2-812431247,S2-982883995,S3-538768254,S3-612580248,S3-701566540
S1-617063301	S2-195024517,S2-403784896,S3-63432281
S1-617704623	S2-255304101,S2-898240538,S3-255705948,S3-558050135,S3-769724312
S1-617980209	S2-16640769,S2-623253345,S3-155839706
S1-618472684	S2-515665476,S3-527291080,S3-655216510,S3-823937804,S3-919020973
S1-618997236	S2-756053030,S2-931963433,S3-295405725
S1-619167081	S2-112367181,S2-795423624,S3-409595191,S3-881545062
S1-619728586	S2-245715837,S2-401910577
S1-620678354	S2-371369882,S2-742596103,S3-875370669
S1-620858303	S2-245654149,S2-270179219,S3-526536236
S1-620874858	S2-667127222,S3-864924463
S1-621577396	S2-146930995,S3-126366503,S3-936252012
S1-622183692	S2-712217107,S3-543521209,S3-95865373
S1-622802949	S2-19975235,S2-310544081,S2-570715630,S3-378145761
S1-623475769	S2-461264956,S2-521267627,S3-269194036,S3-639010776
S1-623502162	S2-921258777,S3-670080834,S3-766105525,S3-981831152
S1-623762053	S2-678587304,S3-158851482
S1-623993543	S2-358855638,S3-155968076
S1-624148809	S2-178333042,S2-364967461,S2-708794461,S3-835672063
S1-624714972	S3-206141879,S3-618219116,S3-987685972
S1-62503006	S2-425057430,S3-865397418
S1-625095840	S2-754716210,S3-400773053,S3-917491148
S1-625296476	S2-459209576,S2-564170843,S3-436351938,S3-91385974
S1-625299314	S2-249047448,S2-349862149,S2-948468542,S3-425794942,S3-519657333,S3-937399909
S1-625469012	S3-451440887,S3-775345461,S3-775998912,S3-915766538
S1-6272862	S2-505730131,S3-19798257,S3-475339532
S1-627348955	S2-647886705,S3-820206928
S1-627703221	S3-774698751
S1-627754038	S2-114507442,S2-580185317,S3-300332251,S3-371491886,S3-453478096
S1-628010329	S2-190183381,S2-259046536,S2-802742264,S3-472798508,S3-980646832
S1-628116466	S3-19300128,S3-320311196
S1-628162511	S3-156763039,S3-291438903,S3-437438355
S1-628842880	S2-24203952,S2-550323330,S2-670376302,S2-776886193,S2-87622765,S3-170374769,S3-274368443,S3-287450123,S3-774349720
S1-629905388	S2-615752483,S2-706905064,S2-798722157,S3-321933475,S3-577064214
S1-63055253	S2-436987377,S2-810283415,S3-146620813
S1-631845594	S2-613315517,S2-906201306,S3-322384799,S3-544494097
S1-632257784	S3-868480069
S1-633223855	S2-611908154,S3-242938678,S3-664564733
S1-633338206	S2-148604891,S3-12601663
S1-634705990	S2-251776210,S2-337730879,S3-951370086
S1-635403083	S3-429077637
S1-636984727	S2-226223142,S3-268753622,S3-511582479,S3-870825866
S1-637427281	S2-236096156,S2-566287972,S2-797077513,S3-424230325,S3-645919703,S3-830964311
S1-638508407	
S1-63871238	S2-106298330,S2-44033776,S3-897740773
S1-639647297	
S1-640044387	S2-415415592,S2-629154483,S2-920866545,S3-237162289
S1-641678128	S2-584970088,S3-243666575,S3-767880116
S1-642004710	S3-279917847
S1-642022451	S2-290348024,S3-145437816,S3-512583869
S1-642425954	S2-112140128,S2-926237907
S1-643245576	S2-962179552,S2-983301727,S3-413116203
S1-643898887	S2-297738889,S3-471072489,S3-760840873,S3-949801856
S1-644128087	S2-617327298,S2-910827985
S1-644399679	S2-140104925,S2-841605767,S2-991632556,S3-16473067,S3-520452573,S3-583358660,S3-715554727
S1-645413656	S2-209175578,S2-333850039,S2-664713604,S3-626572055
S1-645983622	S2-254723428,S2-270816921,S2-451050195,S2-454971633,S2-951883103,S3-220970736,S3-954674540,S3-994285409
S1-646597465	
S1-646822863	S2-384372384,S2-960918969,S3-881828508,S3-990143470
S1-648457388	S2-89178754,S3-433601240,S3-49349673,S3-873660048,S3-992337030
S1-649238538	S2-109380656,S2-241271291,S2-389881931,S3-168733158,S3-804472385
S1-649524968	S2-220805556,S3-2406751,S3-831459505
S1-650136486	S3-329343605,S3-889174186
S1-650309082	S2-721605565,S3-385006512,S3-725564317
S1-65068776	S3-543773305,S3-83314918,S3-999869829
S1-652634785	S2-15356529,S2-156365780,S2-284852614,S3-330999015
S1-652912606	S2-706432995,S3-137132730,S3-433863557,S3-559146300,S3-981872015
S1-65318779	S2-536917667,S3-475295213,S3-877766372
S1-653239512	S2-217997157,S2-79044580,S3-111427976,S3-441212640,S3-731956563
S1-653698258	S3-272757933,S3-300454224,S3-981981731
S1-653766547	S2-111224937,S2-243945518,S3-149268343,S3-331717660
S1-655420763	S2-314175863,S2-809873360,S3-311908173
S1-655445260	
S1-655845077	S2-482423307,S2-892663798,S3-995426167
S1-656231757	S2-195174953,S2-843089695,S2-939379440,S3-634446113,S3-91501689
S1-656898988	S2-267844540,S2-947183399,S3-407810504,S3-924611187
S1-657485263	S2-782553165
S1-657556498	S2-656556488,S2-903579554,S3-256545009
S1-657617201	S2-179208096,S2-181146941,S3-145168130,S3-357022027,S3-523461170,S3-706999399
S1-658118434	S2-232087116,S2-246264549
S1-658441988	S2-981952661,S3-833010579
S1-658542063	S2-130174067,S3-552054375,S3-595672291
S1-658852446	S2-457344820,S2-817032095
S1-658901609	S3-238328240,S3-352876355,S3-779920657
S1-659047500	S3-834813888
S1-660445268	S2-306264068,S2-877302475,S3-901170876
S1-660980751	S2-730801105,S2-916361596,S2-933732670,S3-429696523
S1-661357533	S2-608140136,S2-657513184,S2-9692314
S1-661675873	
S1-662283595	S2-846931668
S1-662467047	S2-515535985,S3-319443017,S3-731631754
S1-662605445	S2-163007884,S3-201476542,S3-62055724
S1-662862687	S2-40464762,S3-142999592,S3-507556235
S1-662913168	
S1-663067533	S2-112495836,S2-143937181
S1-663634463	S2-17325714,S2-534435551,S3-215819021,S3-474798823
S1-66521471	S2-37948874,S2-467678357,S3-369626098,S3-576246957
S1-665730727	S2-592076215,S3-766933421
S1-665748332	S2-836146534
S1-6671057	S2-260182757,S2-37416027
S1-667264941	S2-754564101,S3-11054457,S3-87887761
S1-667404497	S2-109627044
S1-667757390	S2-549624237,S2-680096131,S3-529384128
S1-667860262	S3-136826694,S3-55108852,S3-798120261
S1-667949337	S2-9253057,S3-809979470,S3-82176785
S1-668105264	
S1-668135507	S2-75512311,S3-88647348,S3-920390689
S1-668219004	S2-287511274
S1-668668343	S2-188320634,S3-957631607
S1-668797067	S2-678791344,S3-359077875,S3-780848320,S3-945643325
S1-668873721	S2-401531299,S2-640975655,S2-721308598,S2-870615254
S1-668978367	S2-999338304,S3-693024289
S1-669153241	S2-947132550,S3-515734611,S3-95985760
S1-669816129	S2-749359024,S2-776823730,S2-850316620,S3-289513039,S3-839232099
S1-67011397	S2-757943702,S3-617513728,S3-829114441
S1-670301520	S2-760489288,S2-902567233,S3-132635323
S1-670433250	S2-413725337,S2-601269473,S3-181489441
S1-670638081	S2-444680611
S1-67104817	S2-588299038,S2-954554007,S3-59840665,S3-858919650
S1-671160538	S2-824593173,S3-322321118,S3-678027983
S1-67151840	S2-491997060,S2-517901842,S3-774162095
S1-673178853	S2-449954324,S2-799438758,S2-921131169,S3-459884156
S1-673817161	S2-192762031,S2-806446070,S3-22712720
S1-674175258	S2-841623669,S3-703888890,S3-825092163
S1-674948872	
S1-675447424	S2-549769160,S2-562632013,S2-809986000
S1-677818404	S2-121411089,S2-240809503,S2-612390744,S2-792713190,S2-80700319,S3-213946065,S3-412391900
S1-678017673	S2-209093575,S3-659023074,S3-754717009
S1-678192666	S2-9125708,S3-102950986
S1-678417684	
S1-678418904	S2-293520376,S2-854802295
S1-678426756	S2-218448153,S2-745651820,S2-832889803,S3-184898038
S1-678690626	S2-79584671,S2-844277913,S3-189933256,S3-581597388
S1-679035414	S2-117034153,S2-38967060,S2-708276928,S3-355426466
S1-679197155	S2-131239026,S2-95421032,S3-862410328,S3-982586215
S1-679639942	S2-125683294,S2-213853038,S2-333940219,S3-916534068
S1-679647261	S2-396627464,S2-656394986,S3-97336325
S1-68000837	S2-578573747,S2-929577117,S3-143337593,S3-290759959
S1-680097133	S2-127555253,S2-306037565,S2-549226565,S3-19101595,S3-534860133,S3-623557982,S3-774373672
S1-680242782	S2-350205598,S3-220499795,S3-270832156
S1-680738926	S2-496957034,S3-44968360,S3-842646985
S1-680801160	S2-202502089,S2-414817870
S1-680899872	S3-251049763,S3-733282837
S1-681145529	S3-330707497,S3-797192453
S1-68161416	
S1-68193181	S3-216840182
S1-683081860	S2-386051235,S2-544445281
S1-683239030	S2-214941160,S2-923449243,S3-606994481
S1-683575423	S2-3389253,S3-251820853,S3-272538967
S1-684375003	S2-524554486,S3-263459230,S3-831741188
S1-684607059	S2-728240350,S2-756862093,S3-892983076
S1-684925145	S3-340991064
S1-685106343	S2-114784823,S2-533100810,S3-372844836,S3-836822657
S1-685366683	S2-74646713,S3-942233216
S1-685565924	S3-377472753,S3-380538234
S1-686082552	S2-96842733,S3-423229882,S3-963144714
S1-686474484	S2-329937519,S3-247604772
S1-687053526	S2-775580908,S3-870925053,S3-961163041
S1-68764297	S2-553266993
S1-687896053	S2-932302204,S3-388180579
S1-687967252	S2-48426649,S2-649033004,S2-962111004,S3-37515036,S3-616096306,S3-828163307
S1-688253692	S2-345971865,S2-741822402,S3-337163543
S1-68997369	S2-433382025,S2-818128473,S3-696138445,S3-718669415
S1-690774450	
S1-691002685	S2-665892826
S1-691616670	S3-806305714
S1-692293651	S2-558245267,S3-181001815
S1-69298767	S2-337312694,S3-361273597,S3-991759450
S1-693190919	S2-887475466,S3-19064602,S3-427819057,S3-517033902,S3-522954432,S3-770904229
S1-693613253	S2-754203995,S2-770956167,S3-861551167
S1-693989152	S2-298809204,S3-997817546
S1-694493047	S2-144609145,S3-614944568
S1-694530971	S2-21249719,S2-865036829,S3-168205354,S3-55832374
S1-694624517	S2-834047723
S1-694634354	S2-218103241,S3-249240198
S1-695263849	S2-139286491,S3-126477605,S3-779276838
S1-695606943	S2-953890782,S3-552051944,S3-555696251,S3-666638357
S1-695691073	S2-734884982,S3-780496502
S1-695940996	S2-991923139,S3-859978135
S1-696371801	S2-314900767,S2-652844477,S3-225492146
S1-697138545	S2-243239635,S2-583581365,S3-176929729
S1-697216285	S2-275539822
S1-697239711	S2-156552757,S2-382339383,S2-771405468,S2-820061096,S3-379360875,S3-50377347,S3-67560234,S3-73813846,S3-954956959
S1-697773688	S2-572587096,S3-710956828
S1-698576448	S2-441529317
S1-6989902	S2-977871712,S3-56012604
S1-699460640	S2-690890088,S3-55848313
S1-699765102	S2-164643945,S2-284379018,S2-314802771,S3-938030784,S3-982215503
S1-701583396	S3-327922333
S1-702065685	S2-309702157,S2-549230711,S3-123597482,S3-873294558
S1-703135970	S2-133795571,S3-830441620
S1-703424788	S2-769647596,S2-971144981,S3-10942329,S3-645072578
S1-704018652	S2-516118253,S3-931720898
S1-7040620	S2-638651381,S2-767357275,S3-985596293,S3-989414560
S1-704592953	S2-381785587,S3-613849148,S3-622229953
S1-705915203	S3-226001620
S1-705952997	S2-286109400,S2-88988455
S1-707350749	S2-649684729,S2-86334777,S3-516377907,S3-646684256,S3-789028661
S1-708213658	S2-658272761
S1-709254162	S2-255354563,S2-450885880,S3-164741693
S1-709401	
S1-709960468	S2-351050869,S2-519500095,S2-783218448,S3-347400419,S3-89755169
S1-710482979	S2-480152079,S2-553249729,S3-161220310,S3-22143238,S3-588913079,S3-82449229
S1-710777044	S2-405733798,S3-103347637,S3-647888735,S3-672382931
S1-710927111	S2-345045045
S1-71093974	S2-57117558,S3-291376780,S3-516071106
S1-711546038	
S1-711666436	S2-804993377,S2-94479871,S3-298902278,S3-796795387
S1-712021702	S2-99284177,S3-127924535,S3-204149184,S3-323093787,S3-916016139
S1-713275751	S2-138821560,S2-345928542,S2-496931117,S2-656362052,S3-723223624,S3-753059441
S1-713283744	S2-792984369,S3-21962216
S1-713978293	S2-141721491,S2-925947037,S3-720113443
S1-714614693	S2-241036499,S3-1034244,S3-682382938,S3-975068240
S1-714642946	S2-714917499
S1-715549935	S2-418205471,S3-181762833,S3-498918584
S1-715573425	S2-242674268,S2-395085602,S2-508842863
S1-716117717	S2-657110400,S2-666842235,S2-942063538,S3-127329610,S3-6747286,S3-802519972,S3-855624272
S1-716520707	S2-210235997,S3-470644227
S1-717055044	S2-3219064,S2-402490386,S3-393634769,S3-51961405,S3-792666043
S1-717116284	S2-117791944,S2-840780663,S3-569112096
S1-717166457	S2-197999974,S2-665204214,S2-969183639,S3-923656130
S1-717223466	S2-661190061,S3-933156173
S1-717258734	S2-552662255,S2-89531176
S1-717269768	S2-947571297,S3-351488734,S3-686627067
S1-717415482	S2-475525274,S2-83772467,S3-280335463,S3-810373477,S3-915436274
S1-718773450	S2-500315890,S2-731954306,S3-125397203,S3-366300702,S3-994408477
S1-719716811	S2-329585348,S3-530027837,S3-537435468,S3-924021235,S3-972828107
S1-719889314	S2-487758784,S3-212199171
S1-719898453	
S1-721351447	
S1-721424214	S2-108717507
S1-721702167	S2-291328609,S2-618890181,S3-305943958,S3-719573088
S1-72180744	S2-361671338,S2-47139414,S3-623562525,S3-647140426
S1-72218349	S2-369242820,S2-883593591,S3-168621088
S1-722865866	S2-117195141,S2-129851651,S2-522504233,S3-755568226
S1-722972812	S3-799403954
S1-724011066	S2-616034705,S2-824743897,S3-550412220,S3-632685303,S3-827141295
S1-725284847	
S1-725540710	S2-657902660,S2-671195116,S3-874832190
S1-725735551	S2-656169715,S3-35638100,S3-804317914,S3-936439606
S1-726475033	S2-102720520,S2-798345748,S2-828939993
S1-727129197	S3-426980704,S3-893765853,S3-975996249
S1-727157453	S2-135345074,S3-65240588
S1-727641961	
S1-728279659	S2-286927975,S2-663762697,S2-966317064,S3-364473453,S3-440237456,S3-577021576,S3-60867335,S3-925905844
S1-728762565	S3-46683417
S1-728878045	
S1-729475968	S2-615217458,S3-476584828,S3-558868767,S3-661493355,S3-798572850,S3-891718817
S1-730053046	S3-501434847,S3-819118465,S3-964616326
S1-730978196	S2-623897135,S2-929914888,S3-199944817
S1-731756532	S2-461266650,S3-553019462
S1-732058657	S2-148751033,S2-797559314,S2-890100405,S3-166202527
S1-732937760	S2-700786794
S1-733058783	S2-212604656,S2-238580684,S2-727821901,S3-334731291
S1-733104905	S2-650785291,S3-560395690
S1-733134486	S2-657523438,S3-169146330,S3-633525044,S3-852781709
S1-73335105	S2-605983615,S3-104793969,S3-154345562,S3-249551468,S3-318917448,S3-39145811
S1-73409791	S2-827649907,S2-922375914
S1-736309583	S2-26355906,S3-102623918
S1-737149570	S2-68180821,S3-243538384,S3-595972903,S3-767690101
S1-737457595	S2-186853763,S3-280698272,S3-341004530,S3-42411786,S3-882572993,S3-965994715
S1-737765929	S2-671370590,S2-708490211,S3-990187077
S1-738259063	S2-587001067,S2-930073178
S1-738284267	S2-792529038,S2-992341524,S3-14845349,S3-461078847,S3-52625482,S3-958852470
S1-738879762	S2-560089006,S3-297090539,S3-468804700,S3-607995564,S3-684623963
S1-739282	S3-930410033
S1-7393162	S2-628522877,S2-641342946,S3-161915556,S3-417180232,S3-515615521,S3-644958532
S1-739458370	S2-424604783,S3-216227202,S3-216325953,S3-453427577,S3-720744999
S1-739616829	
S1-740003431	S2-248588376,S2-320166933,S3-529258585
S1-742019822	S2-125651264,S3-15734255,S3-690201967
S1-742380631	S2-47704552,S3-237852003,S3-699204482
S1-744106637	
S1-744278251	S2-63914355,S3-182867002,S3-710899827
S1-745478909	S3-540352934
S1-746474057	S2-462420930,S2-542336124,S3-122720127,S3-144906039,S3-676442781,S3-701303987
S1-746589227	S2-411976848,S2-784473159,S3-291675289,S3-997786720
S1-746889807	S2-698741497,S3-922501350
S1-746914207	S2-128437463,S3-101487503,S3-470314722,S3-537994406,S3-889959304
S1-747450380	S2-417070476,S2-643010992,S2-698889050,S2-983596342,S3-392455685,S3-501683284,S3-708686809
S1-747707981	S2-573081603,S2-810208062,S3-193736348,S3-63391879
S1-748671581	S2-240535621,S3-848765616,S3-973905696
S1-748801724	S2-371466552,S2-698956471,S2-995836248,S3-378477890,S3-452100535,S3-706986404
S1-748867572	S2-150090208,S2-573190638,S2-631220695,S3-179178329
S1-75132614	S2-264709853
S1-751333861	S2-751846606,S3-513468239
S1-751395750	
S1-751768851	S2-175111096,S2-183230791,S2-269747938,S2-433742551,S3-316088210,S3-362108943,S3-652585530
S1-751794372	S2-610072493,S3-11719912,S3-42148346,S3-672157324,S3-858590974
S1-752210128	S2-758396271,S2-828548994,S3-311948476
S1-75288487	S2-957269723,S3-926645904,S3-996791386
S1-754614876	S2-232878339,S3-368389627,S3-380270375,S3-829211927
S1-754621128	S2-175692848,S2-2057003,S2-413702698
S1-754938907	S2-112934836,S3-273979089
S1-754952001	S2-458334704,S2-699911591,S2-953438726,S3-471806567,S3-822146288
S1-755825682	S3-199720018
S1-756023113	S2-355055701,S3-563798659,S3-634116985,S3-68879654
S1-756227385	S2-623502628,S2-646429739,S2-724835750,S3-895031653
S1-756237839	S2-354497163,S3-147985479,S3-717044373
S1-756367210	S2-153124991,S3-581541186
S1-756532295	S2-220702891,S2-291052369,S2-643237415,S2-660432026,S3-838888736,S3-870310984
S1-757327548	S2-510964956,S2-997018082,S3-100917021
S1-757997721	S2-370888478,S2-469903765,S3-503494485,S3-520813918
S1-758070915	S3-121597783
S1-758137767	
S1-758817732	S2-257368747,S2-305688472,S2-933759350,S3-48680700,S3-774259952
S1-760090876	
S1-760475205	S2-590130927,S2-784599609,S3-862045868
S1-761077575	S2-14855918,S2-740739641,S3-549568787,S3-669016670
S1-76146608	S3-327617673,S3-611398337,S3-987921206
S1-762440329	S2-613656429,S2-637789598,S3-235365288,S3-412020192,S3-762528075
S1-762549272	S2-606971650,S3-65355687
S1-763308531	S2-191454783,S2-560487927,S2-775148010,S3-23275803,S3-274005380
