source1_entity_id	matched_entity_ids
S1-576390677	S2-137390651,S3-399103792
S1-576472613	S2-110232027,S2-417471624,S2-436615618
S1-576489369	S2-130718761,S3-827784268
S1-576520237	
S1-576574556	S2-813815483,S2-996824496,S3-145537714,S3-839728376
S1-576626541	S2-535743421,S2-750495391,S3-331896170
S1-576675786	S2-57959166,S2-935723815,S3-329769899,S3-899559986
S1-576695490	
S1-576698243	S2-672189845,S3-822348376
S1-576824988	S2-612378663,S3-219371315,S3-434312949
S1-57693310	S2-150232100,S2-571846710,S3-249922964
S1-576935896	S2-952298008,S3-384950804
S1-576971445	S2-696039105,S3-743812640,S3-759003891,S3-90329182
S1-577197105	S2-375802250,S2-864728076,S3-107643198,S3-929475235
S1-577318470	
S1-577389825	S2-117308469,S2-441284593,S2-868542760,S3-261717023,S3-905492249
S1-577456739	S2-473188119
S1-577483087	S2-33008362,S3-846813935
S1-57760700	S2-278059830,S2-451505674,S2-957107269,S3-444139920,S3-903352447
S1-577671880	S2-137438435,S2-851973305,S2-855973817,S3-764959708
S1-577676560	S2-305675881,S2-472638175,S3-737550057
S1-577710053	S3-282404267
S1-577714788	S2-261786288
S1-57780742	S2-520545633,S2-99032502,S3-410657710
S1-577817081	S2-145598186,S2-478595488,S2-768684638,S3-899537273
S1-577845628	S2-588906924,S3-549304653,S3-633667355
S1-577865039	S2-828275625,S2-973062101,S3-105124349,S3-896748400
S1-577893248	S2-402007244,S2-800962351,S2-918712436,S2-940435380,S3-779119588
S1-577903375	S2-103207164
S1-578028970	S2-419645884,S3-369714721,S3-761884030,S3-836771026
S1-578122118	S2-684271506,S3-546807751
S1-578141853	S2-161321225,S3-313550216,S3-418394027,S3-471970157,S3-585314908
S1-578377767	S3-311415093
S1-578385106	S2-277847380,S2-556762821,S3-157016061,S3-378328933
S1-578462545	S2-791670382,S3-460798716,S3-979569531
S1-578489461	S2-201332624,S3-34331766,S3-632316688,S3-777174837
S1-578649144	S2-512686152,S3-401612964,S3-77121445
S1-578684257	S2-245007897,S3-253522647,S3-570685783,S3-707176533
S1-578716931	S2-382846011,S3-475203507
S1-579118731	S2-656703319,S3-151262119,S3-278984152,S3-47955274,S3-624514731
S1-579162503	S2-745543085,S3-465743171
S1-579173032	S2-182569287,S3-843511235
S1-579271392	S2-485201445,S2-597899212,S3-173757109,S3-277336063,S3-737701202
S1-579272896	S2-679244582,S3-224071454,S3-404726979,S3-428137550
S1-579303289	
S1-579314410	S2-126230309,S3-741222361,S3-806206859,S3-939233594
S1-579420182	S2-567447321,S2-657806735,S3-186530234,S3-286098845,S3-548065139,S3-913972538
S1-579502998	S3-560869129
S1-579620628	S2-486347935,S2-549375459,S3-457191681,S3-998354405
S1-579760213	S2-818280883,S2-884740644,S3-486639650,S3-78598291
S1-580063367	S2-592991684,S2-671436092,S2-812526464,S3-468933080
S1-580139448	S2-608842475,S3-513774169
S1-580181519	S2-13748469,S2-87056126
S1-580272158	S2-145516103,S3-361681105,S3-405883436,S3-66883254,S3-674574627
S1-580379341	S2-211535992,S2-430332176,S2-881659552,S3-188129705,S3-31662325,S3-344641523,S3-998211678
S1-580454506	S2-57863168,S2-896182065,S3-607545258
S1-580466136	S2-677619502,S2-72345254
S1-580487024	S2-150860029,S2-206574797,S2-345190920
S1-580800137	S2-267410377,S2-533435609,S2-661387015
S1-580893806	S2-553181905
S1-58108065	
S1-581221717	S3-505864903
S1-581388698	S2-682157142
S1-581514083	S2-301173013,S3-286495091,S3-941232720,S3-957846087
S1-581536346	S2-329266066,S2-444929711,S2-549335996
S1-581548241	S2-846562205,S3-185503586,S3-822969939,S3-88176614
S1-581773108	S2-601877511,S3-360550706,S3-438706799
S1-581898729	S2-877804964,S2-885578240,S3-622548135,S3-653401856
S1-581915034	S2-829312842,S3-401689579,S3-545399529,S3-999419517
S1-58199513	S2-606306453,S3-314025588
S1-58210615	S2-409434144,S3-231307372,S3-725085960,S3-963745606
S1-582291131	S2-307816156,S2-862211802,S3-568516129,S3-928285127
S1-582421540	S2-301089105,S2-534742785,S3-105512424,S3-622009073
S1-582482794	S2-136526581,S2-756551026,S2-778728184,S3-219801149,S3-776616755,S3-804438469,S3-955818485
S1-582646889	S3-278183886
S1-582700883	S3-127720698
S1-582738438	S2-125782144,S3-682779526
S1-58286748	S2-131948466,S2-137333949,S3-28522865,S3-510272608
S1-582868040	S2-184654564,S3-361196228,S3-72356361
S1-583145894	S2-286072895,S2-718468373,S3-436986669,S3-859783064
S1-583169259	S2-137810465,S2-235433556,S2-728597149,S3-406166261,S3-541801669
S1-583199466	S2-376987446,S3-980909820
S1-583235509	S2-871708551,S2-902311405,S3-332964612,S3-542916569,S3-581445930
S1-583364793	S2-825128553,S3-551628164
S1-583422276	S2-82721963,S3-640884162,S3-865651263
S1-58347643	S3-688612267
S1-583546197	S2-20563233,S2-401609439,S2-682551824,S2-747710392,S3-450770033
S1-583639746	S2-35466352,S2-752003290,S3-337160288,S3-911053206
S1-583778633	S3-420723900
S1-58402389	S2-161413200,S2-188723820,S2-243996492,S3-134556965
S1-58404501	S2-132388,S2-44546702,S2-60943917
S1-584120096	S2-111864374,S2-459760658,S2-590145852,S3-92165108
S1-584121250	S2-833835071,S2-977274062,S3-174936848,S3-694905172,S3-805963150
S1-584242163	S2-559616840,S2-769743938,S3-64952755
S1-584383682	
S1-584437620	S2-508262152,S3-14168554,S3-719143421
S1-584576620	S3-688349549,S3-853767728
S1-584702004	S2-477275499,S2-487302839,S3-489340524,S3-605205055,S3-670209395
S1-584801077	S2-213684229,S3-799821236
S1-584878591	S2-534125408,S3-444259257,S3-886412554
S1-585088276	S2-763602506,S3-67098000,S3-79836569,S3-942659811
S1-585118420	S3-14728235,S3-213250544,S3-758504797
S1-585160592	S2-191747733,S2-803799660,S3-878030154
S1-585317377	S2-872038734,S3-691108016,S3-737963784,S3-913155360
S1-585418993	
S1-585689499	S3-182475699,S3-849691502
S1-585799212	S2-600562825,S3-24283552
S1-58582905	S2-847630570,S3-408236985
S1-58585055	S2-712252816,S3-461250997
S1-586004357	S2-656736904,S2-700480247,S3-399455856,S3-725038062
S1-586068836	S2-34548633,S2-846756278,S3-534785111,S3-633082531
S1-586196756	S2-730191939,S2-940012827,S3-847180068
S1-586259530	S2-115661565,S2-206917412,S3-325599565
S1-586425894	S2-286253136
S1-586508791	S2-84176606,S3-142543683,S3-802952403,S3-81164707
S1-586678145	S2-234912285,S2-723287572,S2-847109146,S3-305358666,S3-626561719,S3-725864260,S3-825016811
S1-586719747	S3-102137315,S3-937803203
S1-58672727	S2-382445070,S2-430136905,S2-587790272,S3-101176615,S3-571676075
S1-586781791	S2-169067934,S2-565889650,S3-430328075,S3-765075981,S3-829141086
S1-586815587	S2-54768042
S1-586849845	S2-670028398,S3-230531425,S3-571486779
S1-586935402	S2-447629703,S3-662092510
S1-587016082	S2-256277134,S2-692750136,S2-944322291,S3-286255918
S1-587096573	S2-571022313,S3-654646064,S3-737626524
S1-587170059	S2-558865758,S2-629416197,S3-126786419
S1-587254698	S2-694146601,S3-475452824,S3-702066652,S3-83012815
S1-587279266	S2-706895966,S3-826130575
S1-587354205	S2-106910163,S2-502650439,S2-719577136,S3-296745235
S1-587393385	S2-522796202,S3-29335781,S3-616167200
S1-587412910	S2-181543581,S2-66889918,S2-74652093
S1-587458316	S2-448793791,S2-620626585,S2-83366295,S2-944607125,S3-747432584
S1-587484654	
S1-587668295	S2-418610952,S3-505809049,S3-652022302,S3-809737498
S1-587871007	S2-515594929,S2-551456688
S1-587970634	S2-725219681,S2-816509345,S3-763388852
S1-58810213	S3-318947739,S3-848775539
S1-58813473	S2-569069289,S2-773032837,S2-976625042,S3-760043371
S1-588225957	S2-747575632,S3-171910255,S3-381837220,S3-453259107,S3-459613034
S1-588296357	S2-667069807,S3-329853594
S1-588425251	S2-348185308,S2-536361115,S3-742308048,S3-777283420,S3-844913726
S1-588579374	
S1-588648301	S3-728876077
S1-588674569	S2-913097327
S1-588682450	S2-219265876,S2-428321923,S3-418691434,S3-515188918,S3-747406406,S3-803854824,S3-906132924
S1-588784320	S2-897010225,S3-299784470,S3-748222635,S3-807234571
S1-58879852	S2-623349044,S2-733392650
S1-588879910	S2-298718524,S2-867941158,S3-104090516,S3-784982621
S1-589057489	S2-279142893,S2-691970788,S3-310451519,S3-619049016
S1-589157321	S2-518152396,S2-623829788,S3-105002754,S3-836069892
S1-589273448	S2-137457448,S2-662032378
S1-589312519	
S1-589621329	S2-605066546,S3-252348322,S3-617865479,S3-735322955
S1-589737095	S2-105288426,S2-143909597,S2-599726571,S3-121309735,S3-290894022
S1-589756256	S2-976041158,S3-594911767,S3-814583027
S1-589826262	S2-208300638,S2-35559469,S2-606147961,S3-118933294
S1-590021452	S2-588936842,S2-896824156
S1-590074027	S2-42456970,S2-93636068
S1-590235596	S2-526373291
S1-590314492	S3-24384231
S1-590445874	S2-262372459,S3-411684663,S3-741128124
S1-590462097	S2-317291011,S2-852337800,S3-362395442,S3-376934412
S1-590469945	S2-990635352,S3-725079791,S3-900365124,S3-90986097
S1-590502827	S3-78252671,S3-957677004
S1-590712948	
S1-590916075	S2-675679111,S3-247351783
S1-590948347	S2-312750570,S2-330077414,S2-857236190,S2-876181766,S3-252545071,S3-807626046,S3-990540625
S1-591065025	S2-246543389,S3-16494029,S3-737598598
S1-591222318	S2-869407187,S3-636373809,S3-681964597,S3-817045566,S3-989428036
S1-591266819	S2-144076986,S2-213907554,S3-426875643,S3-904421800
S1-591295296	S2-476199387,S2-537877832,S2-883165799,S2-94579363,S3-398527202,S3-829766789,S3-914695339
S1-591723476	S2-278775496,S2-442764210
S1-591733817	S3-706147357
S1-591768260	S2-307075273,S3-271737459
S1-592113661	S2-499128437,S3-23978797,S3-756898895
S1-592180829	S2-293212903,S2-380041734,S2-885747158
S1-592229321	S2-401320733,S3-52162264
S1-592450442	S2-769738244,S3-238791934,S3-501025133,S3-619100597,S3-906086079
S1-592740254	S2-404433666,S2-506789618,S2-905158591,S3-68301002,S3-77766293
S1-592910122	S2-216377193,S2-428964904,S3-165214064,S3-936663803,S3-95640334
S1-593034184	S2-600395683,S3-381287258,S3-549551703
S1-593089045	S2-149091965
S1-593487186	
S1-593532142	S2-984191603,S3-815887944
S1-593590778	S2-599117797,S2-987494391,S3-171530464,S3-431770929
S1-59360305	
S1-593613411	S2-398370714,S2-860555670,S2-933664785,S3-631069354
S1-593728075	S2-621953144,S2-955809302
S1-593879269	S2-526623966,S3-207758425,S3-633581117
S1-594029823	S2-58073906,S2-689532938,S3-179493621
S1-594031723	S3-172114253,S3-396555250,S3-866423558,S3-87901804
S1-594044718	S2-129896422,S2-307566906,S2-650437039,S3-196752480,S3-856884217,S3-888249414
S1-594096016	S3-421039485,S3-796016726,S3-955681828
S1-594125631	S2-18372497
S1-594142271	S2-391743991,S2-449726231
S1-594154165	S2-247179959,S3-384043890,S3-509607814
S1-594264903	S3-403579752,S3-863435924,S3-91117484
S1-594380841	S2-291829261,S2-587680858,S2-612536955,S3-897307460
S1-594501267	S2-43787391,S3-596908168,S3-736061414
S1-594564026	S2-852041355,S2-85216671,S2-939883915
S1-594625202	S2-109101854,S2-997807967
S1-594654850	S2-431781321,S3-991898136
S1-594754999	S3-226755972,S3-476494079,S3-510131989,S3-531631963
S1-594774061	S2-105987279,S2-32226404,S2-775336121
S1-594851221	S2-196822860,S2-426090568
S1-595047010	S2-450305320,S2-600687720,S2-736290817,S3-153052615,S3-202637834,S3-699538525
S1-59510835	S3-597067174
S1-595280764	S2-385568526,S2-559127240,S3-550853878,S3-807917807
S1-595284088	S3-444698574,S3-679409179,S3-798252524,S3-847593708
S1-595545204	S2-495817825,S3-303735777,S3-568975467
S1-595558619	S2-460847085,S3-711664808,S3-756979148,S3-785922793,S3-84758919
S1-595836022	S2-202164001,S3-468562600
S1-596052825	S2-226977199,S2-922037358,S3-733067809
S1-596122896	S2-361448130,S2-818235892,S2-844073657,S3-342192731,S3-679770500
S1-596125058	S2-94894477,S3-417397240,S3-670171476
S1-596257763	S2-139420171,S3-607849189,S3-722741118
S1-596539630	S2-427589435,S2-7343509,S3-892277456
S1-596611679	S2-22730087,S3-208184675,S3-31073328
S1-596691183	S2-410301416,S2-510616440,S2-795167367,S3-222891898
S1-596815462	S2-976066302
S1-596940983	S2-338316248,S3-598911868
S1-596974538	S2-425666049,S2-571460745,S2-614160236,S2-739555131,S3-195271217,S3-223399596,S3-731448035,S3-841567490,S3-920120035
S1-597022934	S2-107267855,S2-627782346,S2-719955950,S2-842803158,S3-266221881,S3-406373514
S1-59710082	S2-256091245,S3-509086928
S1-597111300	S2-338823736,S2-803862726,S2-933729782,S3-148716699,S3-731487126
S1-597133570	S2-109047975,S2-151243434,S2-465863387,S2-713893412,S3-491063296,S3-573631537,S3-681414293
S1-597272539	S2-446276226,S2-470296207,S3-961284724
S1-597310258	S2-83178475,S3-882249410
S1-597426265	S2-236921114,S3-53548746,S3-767327158
S1-597429454	S2-127253065,S2-591047706,S2-606268918,S3-31901178
S1-597503642	S2-120477286,S2-329412016,S3-147550495,S3-650106953,S3-947996315
S1-597520725	S2-62009299,S2-778466133,S3-716598299,S3-967612232
S1-597572309	S2-551789690
S1-59773373	S2-218163531,S2-646511004,S3-342583923,S3-597076434
S1-597807972	S2-824736697,S2-956307538,S3-320708230,S3-842659458
S1-597819412	S2-850592657,S3-867283969
S1-597878290	S2-121138162,S2-66484810,S3-251945797
S1-598028715	S2-285562980,S2-370525680,S2-982337206,S3-115572452,S3-496912593
S1-59804242	S2-103649182,S2-714048618,S2-778536835,S3-443914479,S3-695938146
S1-598252636	S2-129245716,S2-986519910,S3-809213295
S1-59830765	S2-550080263
S1-598552396	S3-575729126,S3-907215762
S1-598560699	
S1-598565690	S2-21903355,S2-9678491,S3-821757828
S1-598611432	S2-237194176,S2-456821595,S2-483528153,S3-557603026
S1-598839231	S2-295298217,S2-433184170,S2-761202810,S3-561113200
S1-598985879	S2-518593370,S2-549783304,S2-65836917,S3-674652854
S1-599045538	S2-317670621,S3-22535081,S3-363556572,S3-743861442
S1-599153546	S2-52246340,S3-269589273,S3-318739300
S1-599379358	S2-200505013,S2-849672552,S3-314711780,S3-544639252
S1-59939428	S2-436205644,S2-443288108,S3-124430833,S3-199501399,S3-905186017
S1-599426082	S2-78391122,S2-798206312,S2-87464556
S1-599788723	S2-193190138,S3-381936445,S3-801750106
S1-599956985	S2-493993772,S3-994835363
S1-599976536	S2-616104321,S3-24369574,S3-650357250
S1-599983495	S2-129786795,S2-219128605
S1-600012647	S2-555257118,S3-131939206
S1-600114705	S2-384456264,S2-434690841,S2-837267440,S3-357542404,S3-570549696
S1-600143038	S2-861754803,S3-25714872,S3-481062843
S1-600230640	S2-132934473,S2-58668497,S2-664989162,S3-159981371,S3-643659067
S1-60037546	S2-24424631,S2-252090284,S2-383159030,S2-46737757,S3-407829548,S3-966424596
S1-600396973	S2-127086601,S2-212199321,S2-799497733,S2-892846123,S3-834910400
S1-60052166	S2-424922649,S2-579491071,S3-12503504,S3-248174213,S3-368593984,S3-389746772
S1-600545391	S2-102185504,S2-795331105,S3-793041420
S1-600618279	S2-301011268,S2-430792955,S2-520228461,S2-748022305,S3-784006564
S1-600663022	S2-619524043,S3-156114474
S1-60076204	S2-26287251,S3-14912900
S1-600960125	
S1-601055823	S2-804717741,S3-130698355,S3-690422782
S1-601172743	S2-183441978,S2-520165916,S3-184384928,S3-886631046
S1-601443781	S2-756068383,S3-143543157,S3-688279677
S1-601452822	S2-47917442,S2-757765194,S2-842395239,S2-856671277,S2-85940015,S3-649364001
S1-601535461	S3-425789199
S1-60155483	S2-125016566,S2-323024696,S3-691572894,S3-709030919
S1-601842047	S2-159914606,S2-221306279,S2-598134248,S3-526674431,S3-77025911
S1-602005489	S2-421780271,S3-554782540,S3-67180619
S1-60208955	S2-52889765,S3-785777416,S3-801913599,S3-944042811
S1-602135768	S2-204644055,S3-49139341,S3-967467501
S1-602148550	S2-18784258,S2-825967409,S3-394726023,S3-915803749
S1-602168044	
S1-602508483	S3-396630258
S1-602636473	S2-95435963,S3-177796963
S1-602775718	S2-441605405,S3-37330973,S3-531625263
S1-602968915	S2-31951627,S3-464039850
S1-603180790	S2-584402978,S2-910546271,S3-189435417,S3-19344675,S3-59097753,S3-639133581,S3-709185068
S1-603253132	S2-817263262,S3-258452361,S3-35475958,S3-965940763
S1-603318661	S2-26698978,S2-968267662,S3-674994242
S1-603322568	S2-677488503,S3-501898784
S1-603414772	S2-185176418,S3-297665707,S3-867702360
S1-603485049	S2-237279073,S3-424769868,S3-474010375,S3-538322252,S3-640115025,S3-685030028
S1-603547872	S2-398579933,S3-251610105,S3-39169294
S1-603569563	S2-404588799,S2-798624212,S2-835625030,S3-211307612,S3-562929485,S3-921642548
S1-603946476	S2-201209881,S2-348476219,S3-299034873
S1-60394812	S2-427757754,S2-631425322,S3-528965768
S1-604094456	S2-223771251
S1-604199224	S2-128720069,S2-264835596,S2-887393619,S3-370401309,S3-763935790,S3-784336169
S1-604240541	
S1-604593290	S2-115208898,S3-150120613
S1-604602503	
S1-604731478	S2-988065737,S3-382103135,S3-390990928
S1-604738689	S2-251745684
S1-604777741	S2-595906871,S3-784936553
S1-604907734	S2-228712988,S2-250016681,S2-458404098,S2-718212299,S3-23456708,S3-590252517
S1-605049469	S2-815531471,S3-179593009,S3-594590059,S3-984442798
S1-605100650	S2-7032765,S2-815723444,S3-220057908,S3-740474524
S1-60516537	S2-277381388,S3-37826045,S3-56711699
S1-605214051	
S1-605255142	S2-258696353,S2-46314479,S2-551051989,S3-950001531,S3-999671845
S1-605266094	S2-219007441,S3-146458688,S3-554266577
S1-605356215	S2-803186989
S1-605636759	S2-801157568,S3-6269407
S1-605707143	S2-459687163,S3-292494805,S3-737456367
S1-605894359	S2-86029563,S3-186474661,S3-2901539,S3-909369862
S1-606043102	
S1-606133495	S2-30857209,S2-564250929,S3-512225623,S3-800711756
S1-606181290	S3-292501262,S3-963479335
S1-606201145	S2-732689721,S3-322939948,S3-346971451,S3-574382238,S3-943132405
S1-606241806	S2-624460533,S3-362857961,S3-892278859
S1-606541764	S2-301085351,S2-58428358,S3-268387314,S3-290151609,S3-78349716,S3-970850240,S3-996867278
S1-606568823	S2-882571147,S3-25476728,S3-340647469,S3-343436361,S3-499315506,S3-576530163
S1-606686546	S3-18110656,S3-387163224,S3-92272063
S1-60671501	
S1-606777529	
S1-606782085	S2-14486167,S2-351533707,S2-780832383
S1-606850710	S2-459305004,S2-540262237,S2-819891384,S2-927760082,S3-961546763,S3-995481579
S1-606943260	S2-555844649,S3-397340339
S1-606991465	S2-368934711,S2-955017874,S3-202336592
S1-607205390	S2-277168095,S3-192393358
S1-607289974	S2-706927012,S3-121082567
S1-607312695	S3-558439466
S1-607338209	
S1-607352171	S2-922614192,S3-322449253,S3-607985461
S1-607356382	S2-650447162,S3-400233421,S3-618873879,S3-796208709
S1-607432577	S2-151982427,S2-568582838
S1-607700629	S2-312500888,S2-339896429,S2-651252677,S2-833590439,S3-347336659,S3-436966871
S1-607735851	S2-470933977,S3-133165377,S3-183552696,S3-400206257,S3-61176446
S1-608054330	S2-855417901,S3-636918404
S1-608071405	S2-32137312,S2-65226910,S3-293508394,S3-915250842
S1-608199710	S2-433198170,S2-624426428,S3-436720698
S1-608200248	S3-114115332,S3-190382154
S1-60823411	S2-260026808,S2-486098610,S2-52265545,S3-223742508,S3-357344248,S3-601941917,S3-952640420
S1-608492767	S3-563871283
S1-608548021	S2-361127897,S2-509483636,S2-619445104,S3-566605004,S3-67040810,S3-739807973
S1-608904754	S3-610802103
S1-609013061	S2-275565409,S3-243534148,S3-851814913
S1-609157967	S2-522169855,S3-1549124
S1-609169992	S2-734187125,S3-228694573
S1-609519691	S2-141963933,S3-446055017,S3-532774571,S3-734748700,S3-841329326,S3-860931670
S1-609520452	S2-446934312,S2-57816783,S3-158942726,S3-545255725,S3-840508908
S1-609530912	S2-161032304,S2-194651515,S2-870092283,S3-241271032
S1-609603419	S2-183946831,S2-499511987,S2-693116846,S3-820224646
S1-609668039	S2-400417930,S2-44382860,S2-850679873
S1-609887483	S2-800522175,S3-309180136,S3-339553517,S3-481593919
S1-609896085	S2-244629535,S2-6507834,S2-92311361,S3-268719753,S3-854366440
S1-609936091	S2-22037711,S2-52178115,S2-794025901,S3-153810023
S1-609975442	S2-737086094,S3-38513563,S3-546641496,S3-969232054
S1-610010510	S2-513116973,S3-981197216
S1-610028373	S2-783710176,S3-149310437,S3-594646907,S3-595083965,S3-76407358
S1-610038101	
S1-610377690	S2-171559398,S2-305602113,S2-832949598,S3-257974177,S3-267150491,S3-311620170,S3-465690324
S1-61043471	S2-14317298,S2-733906538,S3-228822159,S3-251739057,S3-361221419
S1-610772723	S2-138048656,S3-529293904,S3-963879351
S1-610882982	S2-861385517,S3-822475186
S1-610942994	S2-458336448,S3-512777762,S3-601619624,S3-713541522
S1-611056999	S2-247834818,S2-354065704,S3-247662006,S3-783657023
S1-611198592	S2-303120555,S2-655043090,S2-999577193,S3-348201273,S3-591593662
S1-611362962	S2-454763886,S2-522830129,S2-631709870,S3-50415591,S3-647439485,S3-705628198
S1-611376515	S2-422552419,S3-652927807
S1-611541123	S2-855237308,S3-793889443
S1-611548160	S2-853864429,S2-905459688,S3-819444277
S1-611586959	S2-133951868,S2-536232216,S2-643532228,S2-820144482,S3-514709732,S3-569229080
S1-611733041	S2-931105238,S3-26646600,S3-419733741,S3-702149864
S1-611749158	S2-327677443,S3-192606463,S3-900233712
S1-612076198	S2-506339677
S1-61218128	S2-359459627,S3-70952845
S1-612243347	S3-212423666,S3-387634597,S3-550617020
S1-61235097	S2-197720034,S2-367379640,S3-240709516,S3-667114555
S1-612379044	S2-296348403,S2-303399807,S2-994365108,S3-600826626
S1-612389570	S2-461780464
S1-612411178	S2-125638781
S1-612436778	
S1-612647439	S2-390647502,S2-634068026,S2-713294574,S3-507745643,S3-619138134,S3-682219061
S1-612790240	
S1-612833345	S2-152367499,S2-760263053,S2-926993238,S3-354723352,S3-606732484
S1-612894094	S2-711906718,S2-929490192,S3-317719966,S3-611079674
S1-612982890	S2-345017905,S2-952806108,S3-369286589,S3-387399320,S3-700586475
S1-613102197	S2-713902903,S2-877963415
S1-61339898	S2-867470251,S3-105842886,S3-112271228,S3-180404539,S3-573808347
S1-613510252	S2-380371544,S2-54719706,S2-686854403,S3-295248274
S1-613661750	
S1-61379260	S3-269066253
S1-613887112	S2-841587525,S3-737671166
S1-613975790	S2-340212637,S3-311482025,S3-313366637,S3-868065401
S1-614197373	S2-170157518,S2-527934206,S2-562953031
S1-614867295	S2-875449254,S3-196754961,S3-82767797
S1-615060004	S3-752497568
S1-615109612	S2-596816288,S2-614599306,S2-746187797,S3-214535760,S3-453361573,S3-530046177,S3-682994164
S1-61516276	S2-22860642,S2-995410763
S1-615200324	
S1-615341660	S2-224107389,S3-668285454,S3-953178281
S1-615473917	S2-119700356
S1-615811318	S3-22422371
S1-615954597	S2-756966786,S2-904544751,S3-869110690,S3-876780801,S3-949015383
S1-615974360	S2-121047892,S2-679686088,S3-592659240,S3-668277186,S3-934427387
S1-616041191	S2-557881735
S1-616135631	S2-628972846,S3-411619308,S3-714877408
S1-616189584	S2-406913293,S2-843900218,S3-89792071
S1-616208761	S2-43202959,S2-517181406
S1-616336240	S2-578460796,S3-742231049,S3-753496129,S3-961118152
S1-616455066	S2-141435953,S3-190736217,S3-366611839
S1-616475804	S2-579645614,S2-697305117,S2-976236968
S1-61648577	S2-216568858,S2-729915122,S3-542676419
S1-616632221	S3-964774635,S3-966769740
S1-616643810	S2-386363701,S2-447428501,S3-172992648,S3-28449698,S3-923327655
S1-616692477	S3-27879818
S1-616764852	S2-167187919,S2-499092477,S3-153695649,S3-839792168
S1-616855575	S2-69235349,S3-707495956
S1-616898528	
S1-616936423	S2-331720019,S2-34535504,S2-445999711,S3-441160529,S3-966798258,S3-981470240
S1-616977860	S2-739518233,S3-525696557
S1-61699228	S2-540973227,S3-393335226,S3-733410810
S1-61707333	S3-368512361
S1-6170913	S2-204012798,S2-247271104,S2-42623930,S3-788574372,S3-801364577,S3-94118048
S1-617195023	S2-654293055,S2-913449686,S2-916530579,S3-260002460,S3-568383399
S1-617196537	S2-651460334,S2-934706236,S3-836091575
S1-617202718	S2-34525361
S1-617279160	S2-203953995,S3-310395064,S3-7329366
S1-61729727	S2-259382183,S2-540936081,S3-223620002
S1-617330341	S2-289654928,S2-801119053,S3-179356259,S3-497292148,S3-691067118
S1-617815291	
S1-617856841	S2-948681507,S3-18999049,S3-490614321
S1-617980209	S2-16640769,S2-623253345,S3-155839706
S1-61829385	S2-606523464,S3-196764206
S1-618341431	S2-114646552,S2-488648748,S2-941348406,S3-136119396,S3-368428439,S3-835902087
S1-618423483	S2-994488795,S3-189463933,S3-712600301
S1-618538334	S2-184179569,S2-283837322,S2-593002359,S3-642873055
S1-618623581	S2-261115091,S3-617147023,S3-863264217
S1-618704174	S2-629206912
S1-618887356	S2-903204992,S3-235228336
S1-618944719	S2-245735884,S3-160963929,S3-450123029,S3-599599511
S1-619073430	S2-853094841,S3-468024923,S3-489780057,S3-660859334
S1-619203482	S2-956706107,S3-124346825,S3-713630346,S3-75825496
S1-619204821	S2-429832320,S2-710512735,S3-986044242,S3-987533896
S1-61933106	S2-437964117,S3-260256200,S3-623660503,S3-725551852
S1-61935196	S2-685020596
S1-619540391	S2-124865471,S3-295494079,S3-795688720
S1-619568421	
S1-619630659	S3-632266840
S1-6196517	S2-162907714,S2-965299261,S3-170433338,S3-866209422,S3-877474578
S1-619656585	S2-450123358,S2-53461691,S2-629961303,S3-633418058,S3-67718839
S1-619773488	S2-415927521,S3-563377497
S1-619802067	S3-149164296,S3-889631569
S1-62000347	S2-188488679,S2-525498778,S2-837445168
S1-620072179	S3-564370634
S1-620113276	S2-5086485,S2-80769141
S1-620192375	S2-511029854,S3-230610819
S1-620262701	S2-408917894,S2-523803259,S3-745882629,S3-74759057,S3-840038552
S1-620299762	S2-697568515,S3-17315129,S3-644413851,S3-815490616,S3-858967866,S3-895679376
S1-620319130	S2-45869231,S2-630482990,S2-817196901,S3-178566447
S1-620402902	S2-239634113,S2-511501532,S3-236426865
S1-620423328	S2-652781984,S3-449361289,S3-896050901
S1-620430439	S3-220888161,S3-689517670
S1-620577533	S2-360643444,S3-419735291,S3-802455673,S3-944024165
S1-620784453	
S1-620787839	S2-780515242,S2-939893104,S3-323515499
S1-620788290	S3-654967761,S3-843961147
S1-621017956	S2-629252401,S2-70708210,S3-84114971
S1-6210714	S3-376081221
S1-621207870	S2-226553410,S2-291615624,S2-633065101,S2-838673872,S3-143802519,S3-574449603
S1-621214493	S2-491234854,S2-520231345,S2-817990136,S3-205094841,S3-677255097
S1-621242872	S3-287606211
S1-621314733	S2-814125010,S3-959066928
S1-621356949	S2-486546719,S3-477022778,S3-925176603
S1-621379910	
S1-621383009	S2-616550533,S2-748151455,S3-368902221,S3-456342398,S3-492398881
S1-621476889	S2-730151247,S3-118103341
S1-621523964	S2-593714389,S3-168321032,S3-425755855,S3-731615415,S3-960409272
S1-621535340	S2-397698150
S1-62154947	
S1-621889206	S2-25307746,S2-622327647,S3-24141172,S3-38384853,S3-554434761,S3-611404109
S1-621955642	S2-239162370,S2-527241289,S3-187878779
S1-622059719	S2-514707485,S2-845573717,S2-892529724,S3-483720431,S3-704280735,S3-970262515
S1-622071442	S2-70487025,S2-914104358,S3-155006087,S3-53797028
S1-622228015	S2-142345611,S2-352134945,S2-402411739,S3-411965501,S3-881631187
S1-62224410	S2-611162608,S3-365711425,S3-799444938
S1-622433994	S2-156777844,S2-293175796,S2-30929648
S1-62248851	S2-316333993,S3-568709097
